sessionId,stepNumber,action,intent,originalSelector,resolvedSelector,resolvedBy,snapshotSource,icLookupMode,normalizedUrl,sourceNodeId,controlSignatureUsed,controlSignatureMissing,snapshotSizeBytes,icIsStable,matchedControlSignature,snapshotRejectedReason,bestScore,effectiveMatchCount,warningCodes
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,1,input,input_username,"input[name=""username""]","input[name=""username""]",kept-original,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,d62fc927-e259-46f9-b144-edbbbc7b6f86,1217024e,false,4460,true,1217024e,,0.9,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,2,input,input_password,"input[name=""password""]","input[name=""password""]",kept-original,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,d62fc927-e259-46f9-b144-edbbbc7b6f86,1217024e,false,4460,true,1217024e,,0.9,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,3,click,click_Login,"button[type=""submit""]","button[type=""submit""]",kept-original,url-event-fallback,url_fallback,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,2c63e9b3-2912-418d-91bc-fbe6aaae7789,,true,4460,true,1217024e,,0.9,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,4,submit,submit_UsernamePassword_Login_Forgot_,.oxd-form,.oxd-form,kept-original,url-event-fallback,url_fallback,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,2c63e9b3-2912-418d-91bc-fbe6aaae7789,,true,4460,true,1217024e,,0.7,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,5,input,input_oxd_input_focus,.oxd-input--focus,.oxd-input--focus,kept-original,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.7,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,6,click,click_Select,div > div:nth-of-type(1),div > div:nth-of-type(1),blocked-semantic-mismatch,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0,1,deterministic-semantic-reject
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,7,input,input_div_input_nth_of_type_1,div > input:nth-of-type(1),"input[placeholder=""Type for hints...""]",deterministic-override,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,1.1,1,deterministic-override
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,8,click,click_Search,"button[type=""submit""]","button[type=""submit""]",kept-original,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.9,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,9,submit,submit_UsernameUser_RoleAdminEmployee,.oxd-form,.oxd-form,kept-original,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.7,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,10,click,click_Select,div > div:nth-of-type(1),div > div:nth-of-type(1),blocked-semantic-mismatch,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0,1,deterministic-semantic-reject
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,11,click,click_Search,"button[type=""submit""]","button[type=""submit""]",kept-original,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.9,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,12,submit,submit_UsernameUser_RoleAdminEmployee,.oxd-form,.oxd-form,kept-original,event-local-pageState,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.7,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,13,click,click_mandaa_user,.oxd-userdropdown-name,.oxd-userdropdown-name,kept-original,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,d725cade-4eaa-445b-8348-c2ff3caf797c,12e5a816,false,20058,true,12e5a816,,0.7,1,
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,14,custom-select,custom-select_Logout,"[role=""menuitem""]","[role=""menuitem""]:has-text(""Logout"")",deterministic-override,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/admin/viewSystemUsers,fe80a376-0d0a-465e-95ea-604d81a6294b,731de26b,false,16609,true,731de26b,,1.14,1,deterministic-override
session-a5acc746-66c5-49aa-b80a-f86d67c8e385,15,click,click_LoginUsername_AdminPassword_ad,.orangehrm-login-layout-blob,.orangehrm-login-layout-blob,kept-original,source-node-snapshot,exact_key_match,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,d62fc927-e259-46f9-b144-edbbbc7b6f86,1217024e,false,4460,true,1217024e,,0.7,1,
